t_s,x,y,heading,bump,bump_strength,energy,hunger,arousal,spikes,active,drive_l,drive_r,kc,kc_active,mbon,cx,modulation,dn_left,dn_right,dn_stop,dn_back,mn9,turn,gate,da_max,elig_mean,depressed,in_odor_good_l,in_odor_good_r,in_odor_bad_l,in_odor_bad_r,in_sugar,in_bitter,in_touch,on_food,on_hazard
0.055,0.2272185981273651,0.1333455741405487,0.13540007174015045,0.6151018537181115,0.9893566779450824,0.9989000000000001,0.0010999999999998789,0.0,106,104,1.0,1.0,0.0,0,0.0,15.0,0.0005916739464737475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0003121113986708224,0.0,0.0,0.07477670348870258,0.07482844668750961,0.03362307480225961,0.03346101691325506,0.0,0.0,0.014940443038940428,False,False
0.06,0.304235577583313,0.20249123871326447,0.19298774003982544,-0.4358883741896434,0.9981488112180851,0.9988000000000001,0.0011999999999998678,0.0,153,149,1.0,1.0,0.0,0,0.0,18.0,0.0011144406162202358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006445228355005383,0.0,0.0,0.0749506691135466,0.07509702273458242,0.03356852723906438,0.033366569938759014,0.0,0.0,0.016250948905944827,False,False
0.065,0.38255780935287476,0.24034352600574493,0.14320139586925507,0.1484727075960135,0.715368071192159,0.9987000000000001,0.0012999999999998568,0.0,169,168,1.0,1.0,0.0,0,0.0,14.0,0.001276482711546123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0012755653588101268,0.0,0.0,0.07543947534014782,0.07547175331041216,0.033391813437143966,0.03323174236963193,0.0,0.0,0.015923570394515994,False,False
0.07,0.4375271797180176,0.25969198346138,0.10309652239084244,-0.39197980960240597,0.8294400474939762,0.9986000000000002,0.0013999999999998458,0.0,195,192,1.0,1.0,0.0,0,1.0,18.0,0.001533012604340911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002228153171017766,0.0,0.0,0.07597552038170396,0.07589542820552984,0.033250210496286556,0.033126419099668666,0.0,0.0,0.011204990148544312,False,False
0.075,0.49641528725624084,0.30902808904647827,0.13395194709300995,-0.4022405229018349,0.9913922770209873,0.9985000000000002,0.0014999999999998348,0.0,225,218,1.0,1.0,0.0,0,2.0,15.0,0.0017907109577208757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0035351284313946962,0.0,0.0,0.0765021799597889,0.07645711545087396,0.033147213980555534,0.0330078462138772,0.0,0.0,0.014111609458923341,False,False
0.08,0.5771673321723938,0.3332591950893402,0.14366376399993896,-0.19520376383365318,0.8169940847727998,0.9984000000000002,0.0015999999999998238,0.0,231,231,1.0,1.0,0.0,0,3.0,16.0,0.0021504578180611134,8.333333333333332,8.333333333333332,0.0,0.0,0.0,0.0,1.0,0.005207676440477371,0.0,0.0,0.07710786993615328,0.077046664878726,0.033002373141547046,0.032863717836638294,0.0,0.0,0.021807565689086917,False,False
0.085,0.6504290699958801,0.32733431458473206,0.14829978346824646,0.19785685504718536,0.8652098239385887,0.9983000000000002,0.0016999999999998128,0.0,226,223,1.0,1.0,0.0,0,0.0,17.0,0.0023180274292826653,7.6388888888888875,7.6388888888888875,0.0,0.0,0.0,0.0,1.0,0.007114246021956205,0.0,0.0,0.07768203211824098,0.07759954349199931,0.03287206559131543,0.032741897739470005,0.0,0.0,0.015282294750213624,False,False
0.09,0.6928475499153137,0.3393312394618988,0.14135058224201202,-0.11652706990536296,0.744404808034796,0.9982000000000002,0.0017999999999998018,0.0,195,194,1.0,1.0,0.0,0,0.0,19.0,0.0025817640125751495,7.002314814814813,7.002314814814813,0.0,0.0,0.0,0.0,1.0,0.00898622814565897,0.0,0.0,0.0779795888867229,0.07786851400975138,0.03280113606403272,0.032680529790620014,0.0,0.0,0.021412281990051272,False,False
0.095,0.7351489663124084,0.3089388608932495,0.10242415219545364,0.045856399653298366,0.48447562807184225,0.9981000000000002,0.0018999999999997907,0.0,197,193,0.6666666666666667,1.3333333333333333,0.0,0,0.0,31.0,0.0028314830269664526,14.752121913580243,6.418788580246912,0.0,0.0,0.0,-0.41666666666666663,1.0,0.010791229084134102,0.0,0.0,0.0782201475209246,0.07799895523861049,0.032694016893704735,0.03260680163900058,0.0,0.0,0.022033600807189944,False,False
0.1,0.7655009031295776,0.27284514904022217,0.08048535883426666,0.7145279052623288,0.18667515269053506,0.9980000000000002,0.0019999999999997797,0.0,242,241,1.0277777777777777,0.9722222222222222,1.0,1,0.0,25.0,0.0030564216431230307,13.52277842078189,14.217222865226335,0.0,0.0,0.0,0.03472222222222223,1.0,0.012891380116343498,9.617860996513627e-06,0.0,0.07845067834202199,0.07815610739060987,0.032613747753202915,0.03254869642357032,0.0,0.0,0.03385483741760254,False,False
0.105,0.8065458536148071,0.2928629219532013,0.08766088634729385,-0.03984451901082332,0.6058824372081194,0.9979000000000002,0.0020999999999997687,0.0,249,241,1.025462962962963,0.974537037037037,0.0,0,3.0,19.0,0.0035938629880547523,12.395880219050065,13.03245429312414,0.0,0.0,0.0,0.03182870370370372,1.0,0.015212681144475937,9.577786840964109e-06,0.0,0.07869410047307608,0.07840719267725943,0.032553281635046005,0.03249010071158409,0.0,0.0,0.018444703817367555,False,False
0.11,0.8929634690284729,0.2678377032279968,0.11050829291343689,-0.7832653177914637,0.9608446411731056,0.9978000000000002,0.0021999999999997577,0.0,233,231,1.023341049382716,0.9766589506172839,0.0,0,0.0,14.0,0.0041208816692233086,11.362890200795892,11.946416435363794,0.0,0.0,0.0,0.029176311728395098,1.0,0.017483321949839592,9.537879122945014e-06,0.0,0.0792153723736604,0.07894864142065246,0.03242220729589462,0.032354313880205154,0.0,0.0,0.01582887411117554,False,False
0.115,0.9438524842262268,0.24583952128887177,0.08092359453439713,-0.32411260417100773,0.7737975073932123,0.9977000000000003,0.0022999999999997467,0.0,250,247,1.0213959619341564,0.9786040380658436,0.0,0,2.0,9.0,0.004562842659652233,10.4159826840629,10.95088173241681,0.0,0.0,0.0,0.026744952417695523,1.0,0.020075539126992226,9.498137842456345e-06,0.0,0.07952050323722262,0.07915598122651377,0.03233921558906635,0.032292312632004425,0.0,0.0,0.01812437653541565,False,False
0.12,1.034445881843567,0.23171338438987732,0.09983649849891663,0.13511687726582272,0.7544423012933473,0.9976000000000003,0.0023999999999997357,0.0,286,276,1.01961296510631,0.98038703489369,0.0,0,7.0,13.0,0.004762789700180292,9.547984127057658,10.038308254715409,0.0,0.0,0.0,0.02451620638288752,1.0,0.02303711511194706,9.458562090003397e-06,0.0,0.07984143162891266,0.0794848885955289,0.03223609644919634,0.032178328062097236,0.0,0.0,0.03646934986114502,False,False
0.125,1.0897082090377808,0.20374338328838348,0.16121414303779602,-1.3657748197920618,0.8745807774489748,0.9975000000000003,0.0024999999999997247,0.0,397,388,1.0179785513474509,0.9820214486525491,0.0,0,4.0,15.0,0.0051900544203817844,8.752318783136186,9.201782566822457,0.0,0.0,0.0,0.02247318918431356,1.0,0.026279544457793236,9.419151865586173e-06,0.0,0.08018500523765881,0.07992419720937807,0.032180583414932094,0.032083685509860516,0.0,0.0,0.07379682064056396,False,False
0.13,1.0641721487045288,0.26287418603897095,0.2147764265537262,-0.564232652689511,0.5466694438826493,0.9974000000000003,0.0025999999999997137,0.0,297,292,0.6831470054018298,1.3168529945981702,0.0,0,1.0,12.0,0.0054329764097929,16.356292217874838,8.434967352920586,0.0,0.0,0.0,-0.3960662432477126,1.0,0.029744921252131462,9.379905350215267e-06,0.0,0.08028718812856821,0.0801887502040093,0.03223359895249208,0.03209528513252735,0.0,0.0,0.03268296241760254,False,False
0.135,1.0552533864974976,0.3463892936706543,0.22865413129329681,0.5249736634464655,0.6247450969184982,0.9973000000000003,0.0026999999999997026,0.0,254,250,0.3762180882850108,1.5,0.0,0,0.0,16.0,0.005860406905412674,23.3266011997186,7.732053406843869,0.0,0.0,0.0,-0.7797273896437364,1.0,0.033427365124225616,9.340822543890681e-06,0.0,0.08049386020191011,0.0804509297646582,0.03222952907284101,0.03208518649140994,0.0,0.0,0.022923176288604737,False,False
0.14,1.0865057706832886,0.3839755356311798,0.25147122144699097,0.9364778405642085,0.7939583971739539,0.9972000000000003,0.0027999999999996916,0.0,313,305,0.4281999142612599,1.5,0.0,0,1.0,22.0,0.005988162010908127,21.382717766408714,7.087715622940213,0.0,0.0,0.0,-0.714750107173425,1.0,0.03731861338019371,9.301902537117712e-06,0.0,0.08075249636297423,0.0807651187283918,0.03218112513422966,0.03202585193018119,0.0,0.0,0.03618894338607788,False,False
0.145,1.1321914196014404,0.40768587589263916,0.2977556586265564,-0.6612299251186259,0.32305667831528423,0.9971000000000003,0.0028999999999996806,0.0,330,322,0.4758499214061549,1.5,0.0,0,5.0,26.0,0.006546905264258385,19.600824619207987,6.497072654361862,0.0,0.0,0.0,-0.6551875982423063,1.0,0.041528306901454926,9.263144420401659e-06,0.0,0.08114562177409726,0.08127446056902406,0.032138560588161155,0.031952702750762306,0.0,0.0,0.022449121475219727,False,False
0.15,1.2508089542388916,0.4563309848308563,0.27428358793258667,0.06131511086699119,0.593120466396184,0.9970000000000003,0.0029999999999996696,0.0,302,299,0.19999999999999996,1.5,0.0,0,4.0,35.0,0.007158094551414251,26.300755900940654,5.95564993316504,0.0,0.0,0.0,-1.0,1.0,0.045875173062086105,9.22454728424782e-06,0.0,0.08201586710102854,0.08204444821737704,0.03195137716829777,0.031785901325444385,0.0,0.0,0.01744348764419556,False,False
0.155,1.339152216911316,0.5791662931442261,0.27331897616386414,0.5060004442857293,0.43218598617504805,0.9969000000000003,0.0030999999999996586,0.0,227,226,0.2540127811815608,1.5,0.0,0,0.0,18.0,0.007553623057901859,24.10902624252893,5.459345772067953,0.0,0.0,0.0,-0.9324840235230489,1.0,0.05009537935256958,9.186112038150895e-06,0.0,0.08268090326959886,0.08271727465403575,0.0318271666765213,0.03166628070175648,0.0,0.0,0.017206367254257206,False,False
0.16,1.4188032150268555,0.6450450420379639,0.2922280728816986,0.8495902568213121,0.6747391945471232,0.9968000000000004,0.0031999999999996476,0.0,241,240,0.3161783827497642,1.5,0.0,0,0.0,15.0,0.008067340590059757,22.099940722318184,5.004400291062289,0.0,0.0,0.0,-0.8547770215627948,1.0,0.054471030831336975,9.147835953626782e-06,0.0,0.08347656082424022,0.08356319631543008,0.031709003572662674,0.031539982495208584,0.0,0.0,0.013748428821563722,False,False
0.165,1.5397759675979614,0.6053576469421387,0.27914392948150635,0.11769087496639248,0.5449265824314746,0.9967000000000004,0.0032999999999996366,0.0,247,243,0.37316351752061727,1.5,0.0,0,1.0,19.0,0.008213747292757034,28.591612328791665,12.920700266807097,0.0,0.0,0.0,-0.7835456030992284,1.0,0.059340838342905045,9.109720849664882e-06,0.0,0.08452956402301787,0.08450859515368936,0.03149380752195915,0.03134809123973052,0.0,0.0,0.013283601999282838,False,False
0.17,1.6046067476272583,0.5671740770339966,0.2650531232357025,0.13861958261687538,0.9001575551709766,0.9966000000000004,0.0033999999999996255,0.0,309,300,0.42539989106056597,1.5,0.0,0,1.0,20.0,0.008484790101647377,26.208977968059024,11.843975244573173,0.0,0.0,0.0,-0.7182501361742926,1.0,0.06447502225637436,9.071763088286389e-06,0.0,0.08510797465375311,0.08499493454769251,0.03136487367252509,0.031238594092428684,0.0,0.0,0.022423217296600344,False,False
0.17500000000000002,1.5975815057754517,0.5646578073501587,0.22358021140098572,0.13739112655018107,0.8357102680014623,0.9965000000000004,0.0034999999999996145,0.0,267,263,0.47328323347218537,1.5,0.0,0,1.0,27.0,0.008667686022818089,24.024896470720773,10.856977307525408,0.0,0.0,0.0,-0.6583959581597683,1.0,0.06939700990915298,9.033964488480706e-06,0.0,0.08527419298328456,0.08501043655785419,0.0313330984984835,0.031237746588885784,0.0,0.0,0.020215702056884766,False,False
0.18,1.6641281843185425,0.5540497303009033,0.19500122964382172,0.0501116068972462,0.751387218343192,0.9964000000000004,0.0035999999999996035,0.0,301,297,0.5171762973495033,1.4828237026504967,0.0,0,4.0,25.0,0.009005808271467686,22.022821764827373,9.952229198564957,0.0,0.0,0.0,-0.6035296283131208,1.0,0.07453998923301697,8.99632323125843e-06,0.0,0.08575366486329582,0.08536828366108236,0.031222403049468994,0.03114895739903053,0.0,0.0,0.026050100326538088,False,False
0.185,1.7204610109329224,0.5332233905792236,0.18702681362628937,-0.011433952701973586,0.28893690730463983,0.9963000000000004,0.0036999999999995925,0.0,342,342,0.22407827257037805,1.5,0.0,0,5.0,20.0,0.009383744560182095,28.520919951091756,9.12287676535121,0.0,0.0,0.0,-0.9699021592870274,1.0,0.07978323847055435,8.958838407124858e-06,0.0,0.08614727786555883,0.08570646628364917,0.03113231621682644,0.031068616857131325,0.0,0.0,0.03132535696029663,False,False
0.19,1.7702001333236694,0.5252426862716675,0.19755350053310394,-0.3010776534604026,0.45964624184515274,0.9962000000000004,0.0037999999999995815,0.0,355,341,0.19999999999999996,1.5,0.0,0,3.0,17.0,0.009741443209350109,34.47750995516744,8.362637034905275,0.0,0.0,0.0,-1.0,1.0,0.0853208601474762,8.921510016079992e-06,0.0,0.08659310587433475,0.08615993105030306,0.0310533307492733,0.030991684955855213,0.0,0.0,0.021331570148468017,False,False
0.195,1.8746474981307983,0.5009649991989136,0.2644446790218353,0.1623049189086724,0.5253307879096957,0.9961000000000004,0.0038999999999995705,0.0,349,341,0.19999999999999996,1.5,0.0,0,3.0,27.0,0.009856275282800198,39.937717458903485,7.665750615329834,0.0,0.0,0.0,-1.0,1.0,0.09105522930622101,8.884336239134427e-06,0.0,0.08732504814863201,0.08707593246176835,0.03094427442799012,0.030843508429825306,0.0,0.0,0.021153783798217772,False,False
0.2,1.95474374294281,0.42269235849380493,0.25440630316734314,0.4002973824897405,0.9403669847641652,0.9960000000000004,0.0039999999999995595,0.0,340,335,0.19999999999999996,1.5,0.0,0,3.0,25.0,0.010203820653259754,36.60957433732819,7.026938064052348,0.0,0.0,0.0,-1.0,1.0,0.096864253282547,8.847317985782865e-06,0.0,0.08751817364959665,0.08717977301714318,0.030861768561104935,0.030774266148606937,0.0,0.0,0.02348961591720581,False,False
0.20500000000000002,1.9877431392669678,0.4385475516319275,0.2739870250225067,0.6320562887438084,0.9393287113746146,0.9959000000000005,0.0040999999999995485,0.0,304,297,0.24863666997988565,1.5,0.0,0,0.0,27.0,0.010654508136212826,33.55877647588417,14.774693225381316,0.0,0.0,0.0,-0.9392041625251428,1.0,0.10248348116874695,8.810454346530605e-06,0.0,0.08779797742764152,0.087507807140549,0.030824548254410427,0.030726812159021698,0.0,0.0,0.024335906505584717,False,False
0.21,1.9905753135681152,0.5368725657463074,0.3464493453502655,0.3997876150280414,0.45170824963155637,0.9958000000000005,0.0041999999999995374,0.0,248,246,0.19999999999999996,1.5,0.0,0,0.0,20.0,0.010769618675112724,39.09554510289382,13.543468789932874,0.0,0.0,0.0,-1.0,1.0,0.10819671303033829,8.773744411882944e-06,0.0,0.08845931974239644,0.08845822251029309,0.03081902706374725,0.030670108584066234,0.0,0.0,0.023731112480163574,False,False
0.215,1.9677475690841675,0.5883760452270508,0.3914628326892853,0.4614031956130316,0.8210644928257749,0.9957000000000005,0.004299999999999526,0.0,262,261,0.19999999999999996,1.5,0.0,0,2.0,22.0,0.010847830213606358,44.17091634431934,12.4148463907718,0.0,0.0,0.0,-1.0,1.0,0.11372008919715881,8.737187272345182e-06,0.0,0.08858116818591948,0.08877185619001585,0.030852132476866245,0.03067479313661655,0.0,0.0,0.024162023067474368,False,False
0.22,1.9745994806289673,0.6224971413612366,0.43003174662590027,-0.11215358596622589,0.77985801336865,0.9956000000000005,0.004399999999999515,0.0,364,352,0.19999999999999996,1.5,0.0,0,2.0,22.0,0.011387412436306477,40.490006648959394,11.380275858207483,0.0,0.0,0.0,-1.0,1.0,0.11974164098501205,8.700782018422615e-06,0.0,0.0888024301351979,0.08913889541104432,0.030846381559967995,0.030647104916473232,0.0,0.0,0.03526913166046143,False,False
0.225,2.0157647132873535,0.7137637138366699,0.5019769072532654,0.7108070787626626,0.6650668024583667,0.9955000000000005,0.004499999999999504,0.0,456,443,0.19999999999999996,1.5,0.0,0,4.0,30.0,0.011957601644098759,37.11583942821277,10.431919536690192,0.0,0.0,0.0,-1.0,1.0,0.12589813768863678,8.664528650115244e-06,0.0,0.08919435195252295,0.08984658941254016,0.030841431580483913,0.030587792086104553,0.0,0.0,0.04030980110168457,False,False
0.23,2.0990381240844727,0.7771138548851013,0.5313965082168579,-0.11510313815660002,0.8947735123122279,0.9954000000000005,0.004599999999999493,0.0,434,418,0.19999999999999996,1.5,0.0,0,5.0,25.0,0.012487064115703106,42.35618614252837,9.562592908632675,0.0,0.0,0.0,-1.0,1.0,0.1321781426668167,8.628426257928368e-06,0.0,0.08982416694362955,0.09060548601206388,0.030755649010340374,0.030479704340298973,0.0,0.0,0.024625246524810792,False,False
0.23500000000000001,2.2242228984832764,0.8881303071975708,0.5246368646621704,0.9559445399274515,0.4946080421440138,0.9953000000000005,0.004699999999999482,0.0,393,379,0.19999999999999996,1.5,1.0,1,0.0,24.0,0.013196064159274101,38.82650396398434,8.765710166246619,0.0,0.0,0.0,-1.0,1.0,0.1382390856742859,1.8210335838375613e-05,0.0,0.09143813922442491,0.09220386466321842,0.030550037821133934,0.03028527523080508,0.0,0.0,0.015385462045669557,False,False
0.24,2.305091381072998,1.046286940574646,0.5490082502365112,0.22679223317377464,0.829455435617872,0.9952000000000005,0.004799999999999471,0.0,423,403,0.19999999999999996,1.5,5.0,5,0.0,28.0,0.013926838524639606,35.59096196698564,8.0352343190594,0.0,0.0,0.0,-1.0,1.0,0.14405697584152222,6.622376531595364e-05,0.0,0.09272987972851837,0.09367360782343889,0.03042433566103379,0.03014612477272749,0.0,0.0,0.009323052167892457,False,False
0.245,2.3969550132751465,1.112659215927124,0.5492067933082581,0.6330018877697821,0.5608134231969535,0.9951000000000005,0.00489999999999946,0.0,476,450,0.19999999999999996,1.5,24.0,24,3.0,23.0,0.014539658091962337,40.95838180307017,7.365631459137783,0.0,0.0,0.0,-1.0,1.0,0.14999862015247345,0.000296776503091678,0.0,0.09394583926598227,0.09492833449443178,0.030258744955062866,0.02998734824359417,0.0,0.0,0.0139442777633667,False,False
0.25,2.5120394229888916,1.0781854391098022,0.5537722110748291,0.3719047794914935,0.9072832588498201,0.9950000000000006,0.004999999999999449,0.0,550,526,0.4349324873891459,1.5,54.0,54,4.0,23.0,0.015512681566178799,37.545183319480984,23.41849550420963,0.0,0.0,0.0,-0.7063343907635676,1.0,0.15604066848754883,0.0008149044588208199,0.0,0.09529108208542064,0.09625027482304717,0.030060245965917907,0.0298008198539416,0.0,0.0,0.022116630077362063,False,False
0.255,2.5379903316497803,1.0648384094238281,0.5604069828987122,1.6198101284529127,0.28891319069654064,0.9949000000000006,0.005099999999999438,0.0,530,505,0.48202144677338365,1.5,24.0,24,2.0,21.0,0.017301436513662338,42.7497513761909,29.800287545525492,0.0,0.0,0.0,-0.6474731915332704,1.0,0.16222406923770905,0.0010423376224935055,0.0,0.09572731507942076,0.09669513315893705,0.030011129565536976,0.029752361588180065,0.0,0.0,0.017800612449645998,False,False
0.26,2.5403339862823486,1.0745974779129028,0.5143299698829651,0.26259870282172554,0.9213784322095457,0.9948000000000006,0.005199999999999427,0.0,609,569,0.5251863262089349,1.474813673791065,13.0,13,2.0,26.0,0.018307100981473923,39.18727209484166,27.316930250065035,0.0,0.0,0.0,-0.5935170922388313,1.0,0.16861684620380402,0.0011630267836153507,0.0,0.09595944130327547,0.09670623979996884,0.029972496752937637,0.029740793009599052,0.0,0.0,0.01693643093109131,False,False
0.265,2.6197779178619385,1.0765942335128784,0.49747708439826965,-0.09787034541106168,0.7878672182663687,0.9947000000000006,0.005299999999999416,0.0,595,563,0.5647541323581903,1.4352458676418096,25.0,25,6.0,23.0,0.019236305728554726,35.92166608693819,25.040519395892947,0.0,0.0,0.0,-0.5440573345522621,1.0,0.17508365213871002,0.0013986274134367704,0.0,0.09678290328259265,0.09743198423708474,0.029847823704282444,0.029629335428277653,0.0,0.0,0.015298933982849122,False,False
0.27,2.6575887203216553,1.0768845081329346,0.5058962106704712,-0.4875257343947953,0.4726433154170058,0.9946000000000006,0.005399999999999405,0.0,650,615,0.9343579546616746,1.0656420453383253,35.0,35,5.0,25.0,0.020370351150631905,32.92819391302667,31.287142779568534,0.0,0.0,0.0,-0.08205255667290672,1.0,0.18162615597248077,0.0017294249264523387,0.0,0.09727769446279848,0.09795621042139822,0.02978592955817779,0.029565255778531235,0.0,0.0,0.020654995441436768,False,False
0.275,2.682816982269287,1.0807521343231201,0.5471063852310181,0.3636707625182816,0.6382702811145593,0.9945000000000006,0.005499999999999394,0.0,632,600,0.6064947917732018,1.3935052082267982,28.0,28,2.0,30.0,0.021649427711963654,38.51751108694111,28.679880881271156,0.0,0.0,0.0,-0.4918815102834978,1.0,0.1882399618625641,0.0019915192387998104,0.0,0.09758147277869278,0.09846383133406435,0.02977130779375633,0.029526141782601677,0.0,0.0,0.018621749877929687,False,False
0.28,2.805964469909668,1.0534114837646484,0.5948271155357361,0.3514253194358295,0.8887384193798837,0.9944000000000006,0.005599999999999383,0.0,657,623,0.6392868924587684,1.3607131075412315,33.0,33,2.0,31.0,0.023268796503543854,35.30771849636268,26.289890807831892,0.0,0.0,0.0,-0.45089138442653953,1.0,0.19503848254680634,0.0023006105329841375,0.0,0.09854389253227656,0.09964007302187378,0.029644789174199104,0.029376170908411346,0.0,0.0,0.0225564980506897,False,False
0.28500000000000003,2.8847544193267822,1.030868411064148,0.5619040131568909,0.46864863571304866,0.8373761789991291,0.9943000000000006,0.005699999999999372,0.0,633,590,0.6693463180872042,1.3306536819127959,28.0,28,4.0,24.0,0.02420145459473133,32.36540862166579,24.0990665738459,0.0,0.0,0.0,-0.4133171023909947,1.0,0.20189014077186584,0.0025603247340768576,0.0,0.09913656616210932,0.09998725482821459,0.029534748755395412,0.02929396772136291,0.0,0.0,0.024276647567749023,False,False
0.29,2.8904426097869873,1.112658977508545,0.6100969910621643,0.2520472143063537,0.631572228870809,0.9942000000000006,0.005799999999999361,0.0,624,589,0.6969007915799372,1.3030992084200628,21.0,21,1.0,36.0,0.024830013513565063,29.668291236526976,22.090811026025406,0.0,0.0,0.0,-0.37887401052507846,1.0,0.20879697799682617,0.002751631662249565,0.0,0.09961930156157657,0.10078801113211855,0.02954309806227684,0.029269498772919178,0.0,0.0,0.025720317363739014,False,False
0.295,2.8650476932525635,1.2083392143249512,0.6825149655342102,0.2254559669607626,0.8360074564357642,0.9941000000000006,0.00589999999999935,0.0,631,592,0.7221590589482757,1.2778409410517244,42.0,42,4.0,29.0,0.025207851082086563,27.19593363348306,20.249910107189955,0.0,0.0,0.0,-0.34730117631465535,1.0,0.21576027572155,0.0031441166065633297,0.0,0.099970543100809,0.10163916434595976,0.029600405444701515,0.02927670410523812,0.0,0.0,0.024221737384796143,False,False
0.3,2.8571202754974365,1.2296327352523804,0.7195504307746887,0.14198824955413453,0.8788440569995513,0.9940000000000007,0.005999999999999339,0.0,639,608,0.41197913736925285,1.5,47.0,47,5.0,10.0,0.026592131704092026,33.262939164026136,18.562417598257458,0.0,0.0,0.0,-0.7350260782884339,1.0,0.22272980213165283,0.0035830559208989143,6.556510925292969e-07,0.0999799266615882,0.10187203857861453,0.02962583520760139,0.029281415045261383,0.0,0.0,0.029407653808593753,False,False
