t_s,x,y,heading,energy,spikes,active,drive_l,drive_r,kc,mbon,cx,dn_left,dn_right,dn_stop,dn_back,mn9,turn,gate,in_odor_good_l,in_odor_good_r,in_odor_bad_l,in_odor_bad_r,in_sugar,in_bitter,in_touch,in_vision_l,in_vision_r,on_food,on_hazard
0.805,10.343586921691895,3.0247609615325928,0.8010491728782654,0.9839000000000018,1437,1346,0.7637193373413674,1.2362806626586327,22.0,3.0,0.0,11.366944534696593,5.4599279682307795,0.0,0.0,0.0,-0.2953508283232907,1.0,0.9834925830364227,0.8985786139965057,0.019890297359476488,0.019802850826332968,0.0,0.0,0.02014410972595215,0.15,0.15,False,False
0.81,10.323338508605957,3.049285888671875,0.8502650260925293,0.9838000000000018,1539,1429,0.4500760592295868,1.5,22.0,2.0,1.0,18.753032490138544,5.004933970878215,0.0,0.0,0.0,-0.6874049259630165,1.0,1.0,0.9417770057916641,0.01989389071241021,0.019788887972633045,0.0,0.0,0.023900229930877686,0.15,0.15,False,False
0.815,10.349811553955078,3.0997767448425293,0.9100674390792847,0.9837000000000018,1500,1407,0.495903054293788,1.5,27.0,1.0,0.0,17.190279782626998,4.587856139971697,0.0,0.0,0.0,-0.630121182132765,1.0,1.0,1.0,0.019863333242634933,0.019738063371429842,0.0,0.0,0.023578805923461916,0.15,0.15,False,False
0.82,10.37660026550293,3.1731526851654053,0.8989999294281006,0.9836000000000018,1675,1547,0.5379111331026389,1.462088866897361,34.0,4.0,1.0,15.75775646740808,4.205534794974056,0.0,0.0,0.0,-0.5776110836217013,1.0,1.0,1.0,0.019843305926769972,0.019691414199769497,0.0,0.0,0.034658634662628175,0.15,0.15,False,False
0.825,10.386923789978027,3.144122362136841,0.9086589813232422,0.9835000000000018,1623,1503,0.5764185386774192,1.4235814613225808,63.0,4.0,1.0,14.444610095124073,3.855073562059551,0.0,0.0,0.0,-0.529476826653226,1.0,1.0,1.0,0.019844628404825926,0.019695324202378593,0.0,0.0,0.02511146545410156,0.15,0.15,False,False
0.83,10.449732780456543,3.2476329803466797,0.957697868347168,0.9834000000000018,1523,1406,0.27838366045430085,1.5,31.0,5.0,1.0,21.5742259205304,3.5338174318879214,0.0,0.0,0.0,-0.9020204244321238,1.0,1.0,1.0,0.019742935740699373,0.019591509674986206,0.0,0.0,0.02391882181167603,0.15,0.15,False,False
0.835,10.431657791137695,3.380626678466797,0.943879246711731,0.9833000000000018,1543,1423,0.6718516887497757,1.3281483112502244,37.0,1.0,0.0,19.776373760486198,11.572665979230592,0.0,0.0,0.0,-0.4101853890627803,1.0,1.0,1.0,0.0197098256709675,0.019540357558677595,0.0,0.0,0.01729869365692139,0.15,0.15,False,False
0.84,10.528186798095703,3.512162685394287,0.89580237865448,0.9832000000000019,1508,1413,0.6991973813539611,1.3008026186460389,55.0,1.0,1.0,18.128342613779015,10.608277147628042,0.0,0.0,0.0,-0.3760032733075486,1.0,1.0,1.0,0.019552691373974085,0.019389743295808635,0.0,0.0,0.010871814489364624,0.15,0.15,False,False
0.845,10.647537231445312,3.580465316772461,0.8742572069168091,0.9831000000000019,1485,1380,0.3909309329077977,1.5,26.0,4.0,0.0,24.950980729297427,9.724254051992371,0.0,0.0,0.0,-0.7613363338652528,1.0,1.0,1.0,0.019382804166525602,0.019241257881124817,0.0,0.0,0.021652832031250003,0.15,0.15,False,False
0.85,10.648112297058105,3.5546658039093018,0.8414730429649353,0.9830000000000019,1493,1378,0.44168668849881465,1.5,35.0,2.0,0.0,22.871732335189307,8.913899547659673,0.0,0.0,0.0,-0.6978916393764817,1.0,1.0,1.0,0.0193690019659698,0.019237023467818897,0.0,0.0,0.011941637992858887,0.15,0.15,False,False
0.855,10.69130802154541,3.5307135581970215,0.8239678144454956,0.9829000000000019,1437,1327,0.48821279779058013,1.5,32.0,1.0,0.0,20.965754640590198,8.1710745853547,0.0,0.0,0.0,-0.6397340027617748,1.0,1.0,1.0,0.01933053368702531,0.01921004072452585,0.0,0.0,0.019657442569732668,0.15,0.15,False,False
0.86,10.7725248336792,3.5627498626708984,0.8227799534797668,0.9828000000000019,1566,1464,0.5308617313080317,1.4691382686919683,36.0,5.0,1.0,19.218608420541013,7.490151703241809,0.0,0.0,0.0,-0.5864228358649602,1.0,1.0,1.0,0.019240605179220438,0.01912692173694571,0.0,0.0,0.028396852016448974,0.15,0.15,False,False
0.865,10.785025596618652,3.5818753242492676,0.8773784637451172,0.9827000000000019,1495,1382,0.5699565870323625,1.4300434129676374,21.0,4.0,0.0,17.617057718829262,6.865972394638325,0.0,0.0,0.0,-0.5375542662095468,1.0,1.0,1.0,0.019216611981391907,0.019104607248057924,0.0,0.0,0.022276065349578857,0.15,0.15,False,False
0.87,10.879215240478516,3.62835693359375,0.895026445388794,0.9826000000000019,1542,1426,0.9391268714463322,1.0608731285536677,37.0,0.0,1.0,16.14896957559349,14.627141361751796,0.0,0.0,0.0,-0.0760914106920847,1.0,1.0,1.0,0.019139403787751995,0.01900500850751996,0.0,0.0,0.02001960039138794,0.15,0.15,False,False
0.875,11.03681468963623,3.6268913745880127,0.88062983751297,0.9825000000000019,1594,1485,0.9441996321591379,1.055800367840862,99.0,2.0,1.0,14.803222110960698,13.408212914939146,0.0,0.0,0.0,-0.06975045980107764,1.0,1.0,1.0,0.019029619482656322,0.018889485703160368,0.0,0.0,0.014302698373794557,0.15,0.15,False,False
0.88,11.105454444885254,3.6601409912109375,0.936461329460144,0.9824000000000019,1509,1387,0.6155163294792098,1.3844836705207904,30.0,5.0,0.0,21.90295360171397,12.290861838694216,0.0,0.0,0.0,-0.4806045881509878,1.0,1.0,1.0,0.018971425015479326,0.01884092732022206,0.0,0.0,0.023277363777160644,0.15,0.15,False,False
0.885,11.074041366577148,3.7691521644592285,0.985476016998291,0.982300000000002,1629,1505,0.9808899686892755,1.0191100313107244,29.0,2.0,0.0,20.077707468237808,19.599956685469696,0.0,0.0,0.0,-0.0238875391384056,1.0,1.0,1.0,0.01895557080085079,0.018801101638625067,0.0,0.0,0.021149532794952394,0.15,0.15,False,False
0.89,11.026053428649902,3.8342788219451904,1.0195777416229248,0.982200000000002,1583,1457,0.9824824712985025,1.0175175287014975,30.0,5.0,1.0,18.40456517921799,17.966626961680554,0.0,0.0,0.0,-0.0218969108768718,1.0,1.0,1.0,0.01896385569125414,0.018788594752550125,0.0,0.0,0.022960393428802493,0.15,0.15,False,False
0.895,11.027008056640625,3.85557222366333,1.0585163831710815,0.982100000000002,1529,1410,0.9839422653569607,1.0160577346430393,29.0,1.0,0.0,16.870851414283155,16.469408048207175,0.0,0.0,0.0,-0.020072168303799032,1.0,1.0,1.0,0.018958638732632004,0.018771816200266283,0.0,0.0,0.02821842193603516,0.15,0.15,False,False
0.9,11.05090045928955,3.930208683013916,1.0962344408035278,0.982000000000002,1517,1424,0.9852804099105473,1.0147195900894526,44.0,3.0,0.0,15.464947129759558,15.096957377523243,0.0,0.0,0.0,-0.018399487611815778,1.0,1.0,1.0,0.01892466253290574,0.01872421707957983,0.0,0.0,0.0327530574798584,0.15,0.15,False,False
0.905,11.06283950805664,4.000653266906738,1.0660873651504517,0.981900000000002,1600,1498,0.6531737090846683,1.3468262909153317,39.0,5.0,1.0,22.50953486894626,13.838877596062972,0.0,0.0,0.0,-0.4335328636441645,1.0,1.0,1.0,0.018918330315500498,0.018703255336731672,0.0,0.0,0.04513436794281006,0.15,0.15,False,False
0.91,11.119759559631348,4.035751819610596,1.0932172536849976,0.981800000000002,1409,1291,0.6820758999942793,1.3179241000057207,23.0,0.0,0.0,20.63374029653407,12.685637796391056,0.0,0.0,0.0,-0.39740512500715075,1.0,1.0,1.0,0.018845089556028448,0.018639465173085533,0.0,0.0,0.014182275533676148,0.15,0.15,False,False
0.915,11.11379623413086,4.14745569229126,1.1365526914596558,0.981700000000002,1495,1407,0.3752362416614229,1.5,49.0,1.0,0.0,27.247595271822895,11.628501313358468,0.0,0.0,0.0,-0.7809546979232214,1.0,1.0,1.0,0.018790841568261385,0.018579184543341398,0.0,0.0,0.02412738084793091,0.15,0.15,False,False
0.92,11.092046737670898,4.296089172363281,1.0920170545578003,0.981600000000002,1620,1493,0.4272998881896376,1.5,40.0,2.0,0.0,24.97696233250432,10.659459537245262,0.0,0.0,0.0,-0.715875139762953,1.0,1.0,1.0,0.01876739397024115,0.018540901752809685,1.0,0.0,0.015928266048431398,0.15,0.15,True,False
0.925,11.210589408874512,4.451310634613037,1.0548040866851807,0.981500000000002,1569,1473,0.4750248975071678,1.5,19.0,2.0,0.0,22.895548804795627,9.771171242474823,0.0,0.0,0.0,-0.6562188781160402,1.0,1.0,1.0,0.018567751006533705,0.018357769586145878,1.0,0.0,0.01350463628768921,0.15,0.15,True,False
0.93,11.290882110595703,4.511496543884277,1.034690499305725,0.981400000000002,1582,1472,0.5187728227149039,1.481227177285096,61.0,2.0,1.0,20.98758640439599,8.956906972268587,0.0,0.0,0.0,-0.6015339716063701,1.0,1.0,1.0,0.018432120171686016,0.01823842991143465,1.0,0.0,0.019747172594070436,0.15,0.15,True,False
0.935,11.282732009887695,4.441684246063232,1.0183477401733398,0.9813000000000021,1566,1437,0.5588750874886619,1.4411249125113381,43.0,3.0,0.0,19.238620870696323,8.210498057912872,0.0,0.0,0.0,-0.5514061406391726,1.0,1.0,1.0,0.018453344237059355,0.018266167802115284,1.0,0.0,0.014123197793960571,0.15,0.15,True,False
0.94,11.356478691101074,4.422790050506592,1.022756814956665,0.9812000000000021,1558,1439,0.5956354968646068,1.404364503135393,22.0,0.0,0.0,17.63540246480496,7.526289886420132,0.0,0.0,0.0,-0.5054556289192415,1.0,1.0,1.0,0.01840234501287341,0.018218938106050096,1.0,0.0,0.015184972286224365,0.15,0.15,True,False
0.945,11.406808853149414,4.477514743804932,1.020664930343628,0.9811000000000021,1574,1445,0.6293325387925564,1.3706674612074436,27.0,0.0,1.0,16.16578559273788,6.899099062551787,0.0,0.0,0.0,-0.4633343265093046,1.0,1.0,1.0,0.01833462156355381,0.018149826986094318,1.0,0.0,0.015976015329360962,0.15,0.15,True,False
0.95,11.403660774230957,4.508874416351318,1.0852490663528442,0.9810000000000021,1712,1583,0.6602214938931765,1.3397785061068235,30.0,6.0,0.0,14.818636793343055,6.324174140672471,0.0,0.0,0.0,-0.42472313263352923,1.0,1.0,1.0,0.01831241728117069,0.018130307241032522,1.0,0.0,0.01712234139442444,0.15,0.15,True,False
0.955,11.501813888549805,4.5616679191589355,1.0559605360031128,0.9809000000000021,1655,1524,0.35520303606874526,1.5,19.0,3.0,0.0,21.91708372723113,5.797159628949765,0.0,0.0,0.0,-0.8059962049140683,1.0,1.0,1.0,0.018257429668058954,0.01805154218648871,1.0,0.0,0.024223515987396242,0.15,0.15,True,False
0.96,11.638284683227539,4.571318626403809,1.0761646032333374,0.9808000000000021,1674,1536,0.7422694497296832,1.2577305502703169,26.0,1.0,1.0,20.0906600832952,13.647396326537283,0.0,0.0,0.0,-0.32216318783789594,1.0,1.0,1.0,0.01813900579387943,0.017944318242371082,1.0,0.0,0.02251095771789551,0.15,0.15,True,False
0.965,11.652521133422852,4.642812252044678,1.150174617767334,0.9824500000000022,1666,1545,0.763746995585543,1.2362530044144568,38.0,0.0,0.0,18.416438409687267,12.510113299325843,0.0,0.0,200.0,-0.29531625551807117,1.0,1.0,1.0,0.018118006798128288,0.01791824819520116,1.0,0.0,0.017355799674987793,0.15,0.15,True,False
0.97,11.58686351776123,4.7398576736450195,1.1930254697799683,0.9823500000000022,1676,1559,0.7834347459534144,1.2165652540465857,76.0,1.0,0.0,16.881735208879995,11.467603857715355,0.0,0.0,0.0,-0.27070656755823197,1.0,1.0,1.0,0.018153872806578875,0.017927889712154865,1.0,0.0,0.023230905532836917,0.15,0.15,True,False
0.975,11.540237426757812,4.766851425170898,1.2323346138000488,0.9840000000000022,1710,1583,1.1348151837906297,0.8651848162093703,24.0,5.0,1.0,15.474923941473328,18.845303536239072,0.0,0.0,200.0,0.1685189797382872,1.0,1.0,1.0,0.018189264616618555,0.017949479321638744,1.0,0.0,0.02738487243652344,0.15,0.15,True,False
0.98,11.531615257263184,4.8081207275390625,1.2801311016082764,0.9856500000000022,1640,1501,1.1235805851414105,0.8764194148585894,24.0,0.0,1.0,14.18534694635055,17.274861574885815,0.0,0.0,200.0,0.1544757314267632,1.0,1.0,1.0,0.01819364338492354,0.01794363915299376,1.0,0.0,0.03708243370056152,0.15,0.15,True,False
0.985,11.527705192565918,4.9179606437683105,1.3082506656646729,0.9855500000000023,1668,1547,0.7799488697129597,1.2200511302870403,22.0,0.0,0.0,21.33656803415467,15.835289776978662,0.0,0.0,0.0,-0.2750639128588004,1.0,1.0,1.0,0.018191372510045767,0.017925704208513103,1.0,0.0,0.046184954643249516,0.15,0.15,True,False
0.99,11.547258377075195,4.958274841308594,1.2961820363998413,0.9872000000000023,1713,1577,0.46495313057021315,1.5,40.0,0.0,0.0,27.891854031308444,14.515682295563773,0.0,0.0,200.0,-0.6688085867872335,1.0,1.0,1.0,0.018192384547243517,0.017917361110448837,1.0,0.0,0.03392755270004273,0.15,0.15,True,False
0.995,11.583187103271484,5.129619121551514,1.2992225885391235,0.9888500000000023,1584,1478,0.5095403696893621,1.4904596303106379,30.0,2.0,0.0,25.56753286203274,13.30604210426679,0.0,0.0,200.0,-0.6130745378882974,1.0,1.0,1.0,0.018079502818485103,0.017808919462064903,1.0,0.0,0.013146959543228151,0.15,0.15,True,False
1.0,11.54979133605957,5.377077579498291,1.2535064220428467,0.9887500000000023,1556,1449,0.5504120055485819,1.449587994451418,16.0,5.0,0.0,23.43690512353001,12.197205262244557,0.0,0.0,0.0,-0.5619849930642726,1.0,1.0,1.0,0.017988344188779593,0.01771827383587758,1.0,0.0,0.022986855506896976,0.15,0.15,True,False
1.005,11.543986320495605,5.441079139709473,1.2200498580932617,0.9886500000000024,1666,1535,0.9212110050862,1.0787889949138,37.0,1.0,1.0,21.483829696569174,19.514104823724175,0.0,0.0,0.0,-0.09848624364224996,1.0,1.0,1.0,0.017940130395193897,0.017681684500227373,1.0,0.0,0.015066922903060914,0.15,0.15,True,False
1.01,11.673686981201172,5.447658061981201,1.2031375169754028,0.9903000000000024,1654,1541,0.9277767546623501,1.07222324533765,30.0,2.0,0.0,19.693510555188407,17.88792942174716,0.0,0.0,200.0,-0.09027905667206237,1.0,1.0,1.0,0.017809094085047644,0.017562151576081913,1.0,0.0,0.014936256408691406,0.15,0.15,True,False
1.015,11.73385238647461,5.4030985832214355,1.1555144786834717,0.9902000000000024,1763,1625,0.9337953584404876,1.0662046415595123,36.0,1.0,1.0,18.052384675589373,16.397268636601563,0.0,0.0,0.0,-0.0827558019493905,1.0,1.0,1.0,0.017749435113122068,0.017509094905108213,1.0,0.0,0.016405203342437745,0.15,0.15,True,False
1.02,11.749478340148926,5.402746677398682,1.1568326950073242,0.9918500000000025,1754,1622,0.9393124119037803,1.0606875880962197,54.0,5.0,0.0,24.881352619290258,23.364162916884766,0.0,0.0,200.0,-0.0758594851202746,1.0,1.0,1.0,0.0177064739788572,0.017480071789274614,1.0,0.0,0.01809071660041809,0.15,0.15,True,False
1.025,11.7664155960083,5.428986549377441,1.1580313444137573,0.9935000000000025,1591,1486,0.9443697109117986,1.0556302890882014,25.0,1.0,1.0,22.807906567682735,21.4171493404777,0.0,0.0,200.0,-0.0695378613602518,1.0,1.0,1.0,0.017691791678468387,0.01746374337623517,1.0,0.0,0.019892722368240356,0.15,0.15,True,False
1.03,11.773396492004395,5.435006141662598,1.1675893068313599,0.9951500000000025,1726,1592,0.9490055683358153,1.0509944316641846,50.0,1.0,0.0,20.907247687042506,19.63238689543789,0.0,0.0,200.0,-0.06374303958023084,1.0,1.0,1.0,0.01767694794883331,0.017448761500418186,1.0,0.0,0.03019001960754395,0.15,0.15,True,False
1.035,11.780510902404785,5.467226982116699,1.2187613248825073,0.9950500000000025,1574,1467,0.9532551043078307,1.0467448956921692,29.0,5.0,0.0,19.16497704645563,17.996354654151396,0.0,0.0,0.0,-0.058431119615211635,1.0,1.0,1.0,0.017655900058647,0.017427030640343826,1.0,0.0,0.019720845222473145,0.15,0.15,True,False
1.04,11.84223747253418,5.51154899597168,1.2126481533050537,0.9949500000000026,1655,1511,0.9571505122821781,1.042849487717822,21.0,1.0,1.0,17.56789562591766,16.49665843297211,0.0,0.0,0.0,-0.053561859647277464,1.0,1.0,1.0,0.01763381762430072,0.017389695470531784,1.0,0.0,0.03196468114852906,0.15,0.15,True,False
1.045,11.874581336975098,5.545997142791748,1.210009217262268,0.9948500000000026,1692,1580,0.9607213029253299,1.0392786970746701,42.0,1.0,0.0,16.103904323757856,15.121936896891102,0.0,0.0,0.0,-0.04909837134333772,1.0,1.0,1.0,0.01761163196836909,0.017369761286924284,1.0,0.0,0.03131747722625733,0.15,0.15,True,False
1.05,11.902091026306152,5.607023239135742,1.2531471252441406,0.9947500000000026,1710,1585,0.9639945276815524,1.0360054723184478,31.0,5.0,0.0,14.761912296778034,13.861775488816843,0.0,0.0,0.0,-0.04500684039805956,1.0,1.0,1.0,0.017567664229621492,0.017327457511176668,1.0,0.0,0.03193491458892823,0.15,0.15,True,False
1.055,11.900684356689453,5.662023067474365,1.2570024728775024,0.9964000000000026,1647,1528,1.300328317041423,0.699671682958577,26.0,3.0,1.0,13.531752938713197,21.03996086474877,0.0,0.0,200.0,0.3754103963017787,1.0,1.0,1.0,0.017567022393147152,0.017314200134327017,1.0,0.0,0.04630224704742432,0.15,0.15,True,False
1.06,11.8787260055542,5.6816325187683105,1.2605425119400024,0.9980500000000027,1761,1614,1.2753009572879712,0.7246990427120289,37.0,0.0,1.0,12.404106860487097,19.286630792686374,0.0,0.0,400.0,0.34412619660996385,1.0,1.0,1.0,0.017558777083953224,0.017304313369095325,1.0,0.0,0.04643068790435791,0.15,0.15,True,False
1.065,11.883434295654297,5.707101821899414,1.2810676097869873,0.9979500000000027,1756,1631,0.9190258775139736,1.0809741224860263,57.0,1.0,0.0,19.70376462211317,17.67941155996251,0.0,0.0,0.0,-0.10121765310753297,1.0,1.0,1.0,0.017541544511914253,0.01728542692338427,1.0,0.0,0.04824747562408448,0.15,0.15,True,False
1.07,11.915069580078125,5.818418025970459,1.3090190887451172,0.9978500000000027,1614,1487,0.9257737210544758,1.0742262789455241,21.0,1.0,1.0,18.061784236937072,16.206127263298967,0.0,0.0,0.0,-0.09278284868190526,1.0,1.0,1.0,0.017487317478905123,0.017225459838906925,1.0,0.0,0.04810372829437256,0.15,0.15,True,False
1.075,11.937403678894043,5.877828598022461,1.2920432090759277,0.9995000000000027,1732,1609,0.9319592442999362,1.0680407557000637,24.0,4.0,0.0,16.556635550525648,14.855616658024053,0.0,0.0,200.0,-0.08505094462507978,1.0,1.0,1.0,0.01746863592416048,0.017199790260444086,1.0,0.0,0.02500358581542969,0.15,0.15,True,False
1.08,11.911815643310547,5.972012042999268,1.3082808256149292,1.0011500000000026,1793,1660,0.6042959739416083,1.3957040260583917,50.0,5.0,0.0,23.510249254648507,13.617648603188714,0.0,0.0,400.0,-0.49463003257298965,1.0,1.0,1.0,0.017429199069738388,0.017165808628002804,1.0,0.0,0.021463594436645507,0.15,0.15,True,False
1.085,11.84477710723877,6.106492519378662,1.3003276586532593,1.0028000000000026,1654,1546,0.9706046427798075,1.0293953572201924,39.0,3.0,1.0,21.55106181676113,20.81617788625632,0.0,0.0,200.0,-0.036744196525240545,1.0,1.0,1.0,0.01743089873343706,0.017163349160303674,1.0,0.0,0.03019544839859009,0.15,0.15,True,False
1.09,11.860891342163086,6.222671985626221,1.2657530307769775,1.0027000000000026,1713,1588,0.9730542558814902,1.0269457441185097,47.0,3.0,1.0,19.755139998697704,19.08149639573496,0.0,0.0,0.0,-0.033682180148137245,1.0,1.0,1.0,0.017365006109078727,0.017099538818001747,1.0,0.0,0.01644488573074341,0.15,0.15,True,False
1.095,11.95335865020752,6.286839962005615,1.2367205619812012,1.0043500000000025,1661,1530,0.9752997345580328,1.0247002654419672,27.0,2.0,0.0,18.10887833213956,17.49137169609038,0.0,0.0,400.0,-0.030875331802459095,1.0,1.0,1.0,0.017229551449418068,0.01697601517662406,1.0,0.0,0.023189897537231448,0.15,0.15,True,False
1.1,11.9786958694458,6.262793064117432,1.1997374296188354,1.0042500000000025,1616,1503,0.97735809001153,1.02264190998847,46.0,1.0,1.0,16.599805137794597,16.033757388082847,0.0,0.0,0.0,-0.02830238748558749,1.0,1.0,1.0,0.017192144878208637,0.016947437543421984,1.0,0.0,0.0205019474029541,0.15,0.15,True,False
1.105,12.010642051696777,6.28065824508667,1.180156946182251,1.0059000000000025,1659,1551,0.9792449158439025,1.0207550841560975,58.0,2.0,0.0,15.21648804297838,14.697610939075943,0.0,0.0,200.0,-0.025943855195121834,1.0,1.0,1.0,0.017135473899543285,0.016900675060848396,1.0,0.0,0.023788962364196777,0.15,0.15,True,False
1.11,12.05295467376709,6.336016654968262,1.1610491275787354,1.0058000000000025,1519,1411,0.6476411728569107,1.3523588271430893,19.0,4.0,0.0,22.281780706063515,13.47281002748628,0.0,0.0,0.0,-0.4404485339288617,1.0,1.0,1.0,0.017066187380502622,0.01683738548308611,1.0,0.0,0.023043875694274903,0.15,0.15,True,False
1.115,12.07962703704834,6.359704494476318,1.2129918336868286,1.0074500000000024,1631,1524,0.677004408452168,1.322995591547832,33.0,0.0,0.0,20.424965647224887,12.35007585852909,0.0,0.0,200.0,-0.40374448943478985,1.0,1.0,1.0,0.01702163756514589,0.016799132184435926,1.0,0.0,0.02168477773666382,0.15,0.15,True,False
1.12,12.132135391235352,6.446757793426514,1.21174955368042,1.0073500000000024,1589,1487,0.7039207077478207,1.2960792922521793,28.0,2.0,0.0,18.722885176622814,11.320902870318331,0.0,0.0,0.0,-0.3700991153152241,1.0,1.0,1.0,0.01698099464798967,0.01674423304696878,1.0,0.0,0.018411791324615477,0.15,0.15,True,False
1.125,12.251577377319336,6.494246959686279,1.1948109865188599,1.0090000000000023,1630,1510,0.728593982102169,1.271406017897831,31.0,3.0,1.0,17.16264474523758,10.377494297791804,0.0,0.0,200.0,-0.33925752237228873,1.0,1.0,1.0,0.01688540369893114,0.016649228831132255,1.0,0.0,0.0263658618927002,0.15,0.15,True,False
1.13,12.278077125549316,6.532740592956543,1.2387475967407227,1.0089000000000024,1627,1514,0.7512111502603216,1.2487888497396784,28.0,2.0,0.0,15.732424349801112,9.512703106309154,0.0,0.0,0.0,-0.31098606217459795,1.0,1.0,1.0,0.0168494515431424,0.01661918746928374,1.0,0.0,0.02091853141784668,0.15,0.15,True,False
1.135,12.271870613098145,6.623483657836914,1.3088197708129883,1.0105500000000023,1612,1510,0.7719435544052948,1.2280564455947052,31.0,2.0,0.0,14.421388987317686,8.719977847450057,0.0,0.0,200.0,-0.28507055699338146,1.0,1.0,1.0,0.016834688528130453,0.016591960253814857,1.0,0.0,0.02179558277130127,0.15,0.15,True,False
1.14,12.255454063415527,6.6742987632751465,1.3506473302841187,1.0104500000000023,1624,1513,0.7909482582048536,1.2090517417951463,21.0,1.0,0.0,13.219606571707878,7.9933130268292185,0.0,0.0,0.0,-0.261314677243933,1.0,1.0,1.0,0.01687085023149848,0.016608636360615492,1.0,0.0,0.025028905868530276,0.15,0.15,True,False
1.145,12.227032661437988,6.679817199707031,1.3730683326721191,1.0103500000000023,1694,1576,0.8083692366877825,1.1916307633122176,25.0,0.0,0.0,12.117972690732222,7.3272036079267835,0.0,0.0,0.0,-0.23953845414027192,1.0,1.0,1.0,0.016915216110646725,0.016642316865424316,1.0,0.0,0.036541759967803955,0.15,0.15,True,False
1.15,12.198280334472656,6.785842418670654,1.4059100151062012,1.0120000000000022,1740,1629,0.8243384669638006,1.1756615330361995,49.0,2.0,1.0,11.108141633171202,6.716603307266218,0.0,0.0,200.0,-0.21957691629524922,1.0,1.0,1.0,0.01690669528519114,0.016628176284333072,1.0,0.0,0.031164054870605473,0.15,0.15,True,False
1.155,12.234423637390137,6.862818241119385,1.4035228490829468,1.0119000000000022,1797,1649,0.8389769280501506,1.1610230719498493,35.0,5.0,0.0,10.182463163740268,6.156886364994032,0.0,0.0,0.0,-0.20127883993731177,1.0,1.0,1.0,0.01687847776338458,0.016592639343192182,1.0,0.0,0.04109726905822754,0.15,0.15,True,False
1.16,12.236376762390137,6.910107612609863,1.4013749361038208,1.0135500000000022,1701,1583,1.185728850712638,0.814271149287362,32.0,4.0,0.0,9.333924566761912,13.977145834577861,0.0,0.0,200.0,0.23216106339079748,1.0,1.0,1.0,0.016861394979059696,0.01657620848466953,1.0,0.0,0.01902499556541443,0.15,0.15,True,False
1.165,12.160706520080566,7.081243991851807,1.408463478088379,1.015200000000002,1641,1518,1.170251446486585,0.8297485535134151,34.0,1.0,2.0,8.556097519531752,12.812383681696373,0.0,0.0,200.0,0.21281430810823104,1.0,1.0,1.0,0.016838207375258207,0.016553784565379225,1.0,0.0,0.024204516410827638,0.15,0.15,True,False
1.17,12.121017456054688,7.2109222412109375,1.3744291067123413,1.016850000000002,1573,1456,0.8227304926127028,1.1772695073872972,22.0,0.0,0.0,16.176422726237437,11.744685041555007,0.0,0.0,400.0,-0.22158688423412148,1.0,1.0,1.0,0.016823209977398317,0.016537106906374298,1.0,0.0,0.013340306282043458,0.15,0.15,True,False
1.175,12.18978500366211,7.306469440460205,1.3432080745697021,1.016750000000002,1563,1431,0.8375029515616442,1.1624970484383557,22.0,1.0,0.0,14.828387499050983,10.76596128809209,0.0,0.0,0.0,-0.20312131054794466,1.0,1.0,1.0,0.016702027836193643,0.01642568890626232,1.0,0.0,0.013656808137893679,0.15,0.15,True,False
1.18,12.249528884887695,7.362306594848633,1.302233338356018,1.016650000000002,1627,1519,0.8510443722648406,1.1489556277351594,39.0,2.0,0.0,13.592688540796734,9.86879784741775,0.0,0.0,0.0,-0.18619453466894925,1.0,1.0,1.0,0.016592328902333975,0.016326744419833027,1.0,0.0,0.018517404794692993,0.15,0.15,True,False
1.185,12.258899688720703,7.34545373916626,1.2863304615020752,1.016550000000002,1632,1504,0.5301240079094371,1.4698759920905629,70.0,1.0,1.0,20.793297829063672,9.046398026799602,0.0,0.0,0.0,-0.5873449901132035,1.0,1.0,1.0,0.016562382224947214,0.016306708566844463,1.0,0.0,0.012263150215148927,0.15,0.15,True,False
1.19,12.30726146697998,7.383569240570068,1.26334547996521,1.016450000000002,1522,1403,0.9026136739169841,1.097386326083016,22.0,2.0,0.0,19.060523009975032,16.625864857899636,0.0,0.0,0.0,-0.12173290760376983,1.0,1.0,1.0,0.01651123631745577,0.016258026007562876,1.0,0.0,0.018250336647033693,0.15,0.15,True,False
1.195,12.368337631225586,7.44460916519165,1.2653007507324219,1.016350000000002,1748,1614,0.9107292010905689,1.089270798909431,34.0,3.0,0.0,17.47214609247711,15.240376119741333,0.0,0.0,0.0,-0.11158849863678891,1.0,1.0,1.0,0.016424724987397592,0.01617842974762122,1.0,0.0,0.028486149311065672,0.15,0.15,True,False
1.2,12.363912582397461,7.495516300201416,1.305465817451477,1.018000000000002,1699,1571,0.9181684343330214,1.0818315656669786,52.0,3.0,0.0,16.016133918104018,13.970344776429554,0.0,0.0,200.0,-0.10228945708372317,1.0,1.0,1.0,0.0164005005111297,0.016155241367717586,1.0,0.0,0.014635626077651977,0.15,0.15,True,False
1.205,12.466856002807617,7.594719409942627,1.2775328159332275,1.017900000000002,1635,1500,0.9249877314719364,1.0750122685280636,31.0,4.0,1.0,14.681456091595349,12.806149378393757,0.0,0.0,0.0,-0.09376533566007961,1.0,0.9872887531916301,0.980233649412791,0.016328413815548025,0.01607219067712625,1.0,0.0,0.026309335231781007,0.15,0.15,True,False
